user_id,gender,age,occu,sign,is_indunk,is_student,is_education,is_technology
1503551,0,27,Education,Sagittarius,0,0.0,,
3831350,0,26,Manufacturing,Capricorn,0,0.0,,
4206637,1,24,Communications-Media,Capricorn,0,0.0,,
4149956,1,45,Law,Sagittarius,0,0.0,,
3155540,1,24,Communications-Media,Sagittarius,0,0.0,,
4008193,1,17,Student,Gemini,0,1.0,,
4117248,1,16,indUnk,Pisces,1,,,
4179297,1,27,Government,Aries,0,0.0,,
3423418,0,25,Student,Aries,0,1.0,,
3493704,0,26,Engineering,Cancer,0,0.0,,
4313487,0,26,indUnk,Sagittarius,1,,,
3889401,0,23,Student,Taurus,0,1.0,,
2694370,0,27,indUnk,Taurus,1,,,
4285920,0,24,Education,Scorpio,0,0.0,,
3715376,1,17,Student,Gemini,0,1.0,,
4112653,1,15,Student,Sagittarius,0,1.0,,
3377942,1,24,indUnk,Libra,1,,,
4128797,0,27,Technology,Sagittarius,0,0.0,,
3538351,1,17,indUnk,Sagittarius,1,,,
3672170,0,36,Internet,Scorpio,0,0.0,,
3348160,0,24,Government,Leo,0,0.0,,
3729846,0,17,Student,Sagittarius,0,1.0,,
4150699,1,24,indUnk,Aquarius,1,,,
4074230,0,35,Technology,Pisces,0,0.0,,
3460713,1,17,Arts,Leo,0,0.0,,
3656035,1,16,indUnk,Leo,1,,,
3983686,1,27,Non-Profit,Capricorn,0,0.0,,
3972268,0,17,Science,Leo,0,0.0,,
3380464,0,48,Communications-Media,Libra,0,0.0,,
3753339,1,23,Education,Taurus,0,0.0,,
3992553,1,23,indUnk,Aries,1,,,
3457789,0,15,Student,Sagittarius,0,1.0,,
3614153,0,24,indUnk,Sagittarius,1,,,
3495545,0,26,indUnk,Gemini,1,,,
3662868,0,14,Student,Gemini,0,1.0,,
3962812,0,17,indUnk,Scorpio,1,,,
4224299,1,17,Fashion,Scorpio,0,0.0,,
3546623,1,42,indUnk,Libra,1,,,
3471727,1,24,indUnk,Virgo,1,,,
3802511,1,25,indUnk,Libra,1,,,
4022853,0,17,Student,Leo,0,1.0,,
4178914,0,17,indUnk,Aquarius,1,,,
3885952,0,24,Technology,Aries,0,0.0,,
4199600,1,24,indUnk,Pisces,1,,,
2952959,1,24,indUnk,Capricorn,1,,,
3485630,1,15,Arts,Aries,0,0.0,,
3191071,1,14,indUnk,Gemini,1,,,
2972526,1,25,Consulting,Virgo,0,0.0,,
1143104,0,23,Student,Gemini,0,1.0,,
791840,0,38,Student,Aries,0,1.0,,
3878251,1,25,Construction,Pisces,0,0.0,,
4284264,0,27,Telecommunications,Gemini,0,0.0,,
3481255,0,26,indUnk,Sagittarius,1,,,
673235,0,37,Internet,Capricorn,0,0.0,,
3833031,0,24,indUnk,Aquarius,1,,,
3496136,1,38,indUnk,Libra,1,,,
3297517,1,27,indUnk,Pisces,1,,,
3394208,0,17,Student,Capricorn,0,1.0,,
3392887,1,24,Science,Libra,0,0.0,,
1156278,0,37,Internet,Taurus,0,0.0,,
3582331,1,23,indUnk,Pisces,1,,,
3066719,0,27,Technology,Pisces,0,0.0,,
3122944,1,24,indUnk,Sagittarius,1,,,
4021133,1,17,indUnk,Libra,1,,,
2061087,1,33,indUnk,Cancer,1,,,
4122908,0,16,Arts,Scorpio,0,0.0,,
4202671,0,17,Student,Gemini,0,1.0,,
4042606,1,17,Student,Capricorn,0,1.0,,
3348721,0,26,Technology,Libra,0,0.0,,
3551081,1,17,Student,Sagittarius,0,1.0,,
3400091,1,23,Law,Aquarius,0,0.0,,
3784161,1,17,Student,Leo,0,1.0,,
3873570,1,34,Education,Capricorn,0,0.0,,
3498277,1,13,indUnk,Pisces,1,,,
4015298,1,42,indUnk,Taurus,1,,,
3839683,1,23,Student,Pisces,0,1.0,,
3829312,0,27,indUnk,Gemini,1,,,
2190377,1,16,Student,Gemini,0,1.0,,
3913126,0,26,Communications-Media,Taurus,0,0.0,,
4210703,0,26,indUnk,Capricorn,1,,,
3998459,1,23,Student,Cancer,0,1.0,,
4067087,1,39,Education,Leo,0,0.0,,
3806796,0,27,Arts,Pisces,0,0.0,,
3881689,0,44,indUnk,Taurus,1,,,
2957170,0,26,indUnk,Aquarius,1,,,
4186455,0,27,Arts,Aries,0,0.0,,
450169,0,17,indUnk,Sagittarius,1,,,
3558845,1,26,indUnk,Pisces,1,,,
3738552,0,23,Telecommunications,Capricorn,0,0.0,,
4224651,0,25,Technology,Gemini,0,0.0,,
3810203,1,13,indUnk,Gemini,1,,,
3992688,0,27,Government,Virgo,0,0.0,,
1937270,0,36,indUnk,Virgo,1,,,
3779963,1,16,Arts,Virgo,0,0.0,,
4169661,1,41,HumanResources,Aquarius,0,0.0,,
2490703,1,17,Student,Libra,0,1.0,,
3639495,1,24,Education,Scorpio,0,0.0,,
4248403,0,27,indUnk,Cancer,1,,,
2543400,0,17,Student,Capricorn,0,1.0,,
4190982,0,17,Engineering,Sagittarius,0,0.0,,
3384726,0,17,indUnk,Aquarius,1,,,
3929371,1,23,Science,Aquarius,0,0.0,,
3590306,1,23,Accounting,Scorpio,0,0.0,,
3938699,0,17,Student,Taurus,0,1.0,,
2862007,1,23,indUnk,Capricorn,1,,,
3977680,1,16,indUnk,Scorpio,1,,,
3893735,0,17,Student,Cancer,0,1.0,,
3487773,1,24,indUnk,Gemini,1,,,
3326628,1,23,indUnk,Capricorn,1,,,
3302611,1,23,indUnk,Cancer,1,,,
3178789,0,36,Publishing,Cancer,0,0.0,,
4165509,1,15,Student,Libra,0,1.0,,
2726395,1,41,Technology,Leo,0,0.0,,
3792567,1,35,Transportation,Aquarius,0,0.0,,
485307,0,17,indUnk,Cancer,1,,,
4220141,1,15,indUnk,Leo,1,,,
3377701,0,17,Student,Libra,0,1.0,,
3568011,0,16,Student,Leo,0,1.0,,
3699072,1,23,indUnk,Sagittarius,1,,,
3632734,0,26,Internet,Capricorn,0,0.0,,
3426176,0,17,Student,Aries,0,1.0,,
1758432,1,23,Engineering,Taurus,0,0.0,,
3130162,0,26,Banking,Virgo,0,0.0,,
2967519,1,17,Student,Gemini,0,1.0,,
4082385,0,26,indUnk,Aquarius,1,,,
3670354,0,17,indUnk,Leo,1,,,
3863615,0,27,Internet,Scorpio,0,0.0,,
3779062,1,24,indUnk,Leo,1,,,
3685554,0,14,Student,Gemini,0,1.0,,
2711915,0,25,Arts,Taurus,0,0.0,,
3860294,0,14,indUnk,Capricorn,1,,,
1916038,1,14,indUnk,Cancer,1,,,
3877932,0,23,Student,Aquarius,0,1.0,,
4173964,0,16,Student,Virgo,0,1.0,,
4293254,1,16,Student,Cancer,0,1.0,,
3823807,1,14,indUnk,Virgo,1,,,
3426788,0,23,Technology,Scorpio,0,0.0,,
3644129,1,24,Tourism,Virgo,0,0.0,,
3344485,0,25,indUnk,Capricorn,1,,,
3596048,1,16,indUnk,Leo,1,,,
3336745,1,14,indUnk,Capricorn,1,,,
3196705,0,24,indUnk,Scorpio,1,,,
2568090,1,24,indUnk,Scorpio,1,,,
3428326,0,23,Manufacturing,Leo,0,0.0,,
4227656,1,23,indUnk,Cancer,1,,,
4100455,1,24,Religion,Cancer,0,0.0,,
3358017,1,23,indUnk,Taurus,1,,,
4287218,1,26,indUnk,Gemini,1,,,
3699086,0,16,indUnk,Pisces,1,,,
2101657,0,36,Technology,Aries,0,0.0,,
3732960,0,17,Student,Sagittarius,0,1.0,,
3838218,0,13,Student,Virgo,0,1.0,,
4168492,1,36,indUnk,Gemini,1,,,
3757297,1,27,Student,Pisces,0,1.0,,
3917555,1,13,Student,Aries,0,1.0,,
3573678,1,24,Technology,Sagittarius,0,0.0,,
4051770,0,24,Law,Sagittarius,0,0.0,,
4055095,0,33,Government,Pisces,0,0.0,,
4132315,0,15,indUnk,Aries,1,,,
3878306,0,14,Student,Taurus,0,1.0,,
3069909,1,35,HumanResources,Virgo,0,0.0,,
3148889,1,26,Communications-Media,Capricorn,0,0.0,,
3660667,0,16,indUnk,Gemini,1,,,
3759312,0,24,Arts,Cancer,0,0.0,,
942828,1,34,indUnk,Cancer,1,,,
4213470,0,13,Student,Libra,0,1.0,,
3197709,0,24,indUnk,Taurus,1,,,
3463044,1,37,indUnk,Pisces,1,,,
3948533,1,41,indUnk,Pisces,1,,,
3802286,0,23,indUnk,Capricorn,1,,,
4256858,0,25,indUnk,Taurus,1,,,
4040811,1,23,indUnk,Cancer,1,,,
1808929,0,23,Student,Leo,0,1.0,,
468786,0,45,Religion,Aries,0,0.0,,
3644724,1,36,indUnk,Leo,1,,,
3875375,0,14,indUnk,Libra,1,,,
3659117,1,36,Marketing,Cancer,0,0.0,,
4164945,0,16,Student,Libra,0,1.0,,
3682262,1,15,indUnk,Gemini,1,,,
3170057,1,26,Communications-Media,Gemini,0,0.0,,
4038842,0,26,indUnk,Libra,1,,,
4189257,0,25,Religion,Pisces,0,0.0,,
2693059,0,17,Student,Aries,0,1.0,,
3670880,0,14,Student,Capricorn,0,1.0,,
3734069,1,24,indUnk,Scorpio,1,,,
3499629,1,14,indUnk,Virgo,1,,,
3471740,1,27,RealEstate,Capricorn,0,0.0,,
3646377,0,25,Sports-Recreation,Cancer,0,0.0,,
3499599,1,15,Student,Aquarius,0,1.0,,
3969341,1,14,Student,Cancer,0,1.0,,
4016792,1,45,Construction,Capricorn,0,0.0,,
3431135,1,15,Student,Libra,0,1.0,,
3677153,0,15,indUnk,Leo,1,,,
3931951,1,16,Student,Virgo,0,1.0,,
882528,0,17,indUnk,Gemini,1,,,
3471824,1,16,Student,Scorpio,0,1.0,,
3525639,1,24,LawEnforcement-Security,Scorpio,0,0.0,,
2747575,0,17,Student,Taurus,0,1.0,,
3000240,0,17,Student,Taurus,0,1.0,,
4321513,0,16,Student,Taurus,0,1.0,,
3509206,1,17,Student,Cancer,0,1.0,,
3411285,1,26,indUnk,Libra,1,,,
3861317,1,25,Government,Aries,0,0.0,,
2033616,1,17,Student,Virgo,0,1.0,,
3607694,1,23,indUnk,Leo,1,,,
1234212,0,27,indUnk,Taurus,1,,,
4236023,0,17,Student,Taurus,0,1.0,,
3771600,1,14,Student,Virgo,0,1.0,,
3529951,1,16,indUnk,Libra,1,,,
3659651,0,17,Student,Aquarius,0,1.0,,
1668565,0,40,indUnk,Aries,1,,,
3545726,1,16,Student,Aquarius,0,1.0,,
3542735,0,26,Advertising,Aries,0,0.0,,
4148541,0,15,Student,Scorpio,0,1.0,,
3577655,1,17,indUnk,Leo,1,,,
4188274,1,16,Student,Gemini,0,1.0,,
3885215,1,27,indUnk,Cancer,1,,,
3870574,0,17,Student,Cancer,0,1.0,,
3868312,0,25,Education,Gemini,0,0.0,,
3835812,1,47,Non-Profit,Pisces,0,0.0,,
4023489,1,25,indUnk,Taurus,1,,,
3626700,1,15,Student,Libra,0,1.0,,
3668030,1,23,Student,Cancer,0,1.0,,
3835889,0,17,Student,Cancer,0,1.0,,
4058677,0,25,Advertising,Cancer,0,0.0,,
3768397,1,23,indUnk,Capricorn,1,,,
3972921,0,35,Technology,Aries,0,0.0,,
4311120,1,25,indUnk,Cancer,1,,,
3354828,0,16,Internet,Gemini,0,0.0,,
4252081,0,26,Arts,Libra,0,0.0,,
3403051,0,26,Telecommunications,Leo,0,0.0,,
3407290,0,37,Engineering,Leo,0,0.0,,
3711841,0,16,indUnk,Libra,1,,,
3457392,0,23,Internet,Taurus,0,0.0,,
1960271,0,35,Internet,Aries,0,0.0,,
3976199,1,17,indUnk,Capricorn,1,,,
3527113,0,26,Banking,Gemini,0,0.0,,
4033738,0,13,Student,Pisces,0,1.0,,
911744,0,23,Telecommunications,Capricorn,0,0.0,,
4200075,0,14,Student,Scorpio,0,1.0,,
3883177,0,35,Technology,Scorpio,0,0.0,,
1270372,1,33,Manufacturing,Aries,0,0.0,,
1197086,0,16,Student,Aries,0,1.0,,
3327285,0,25,Technology,Taurus,0,0.0,,
4110791,0,17,Student,Virgo,0,1.0,,
4030244,1,27,indUnk,Pisces,1,,,
4151531,0,25,indUnk,Virgo,1,,,
3700686,0,27,Technology,Aquarius,0,0.0,,
4044095,0,27,indUnk,Cancer,1,,,
3821176,1,42,Education,Aquarius,0,0.0,,
3496909,1,16,Education,Sagittarius,0,0.0,,
3785275,1,26,indUnk,Pisces,1,,,
4221834,1,24,indUnk,Leo,1,,,
3503201,0,27,indUnk,Cancer,1,,,
3494693,1,23,Student,Gemini,0,1.0,,
3851968,1,14,indUnk,Cancer,1,,,
4059083,0,41,Communications-Media,Aries,0,0.0,,
3065484,0,14,Education,Pisces,0,0.0,,
3886562,0,23,Student,Taurus,0,1.0,,
3860353,1,24,indUnk,Gemini,1,,,
3857776,1,13,indUnk,Taurus,1,,,
3721842,0,23,Student,Aquarius,0,1.0,,
4159699,1,14,Student,Taurus,0,1.0,,
4075835,1,27,Construction,Scorpio,0,0.0,,
1359631,0,26,Internet,Cancer,0,0.0,,
2882045,0,15,Student,Sagittarius,0,1.0,,
3466592,0,25,indUnk,Pisces,1,,,
3452845,0,25,Banking,Taurus,0,0.0,,
3921274,0,23,Communications-Media,Cancer,0,0.0,,
3476799,0,24,indUnk,Leo,1,,,
3600967,1,33,Arts,Scorpio,0,0.0,,
3475992,1,33,indUnk,Libra,1,,,
1039908,1,16,indUnk,Gemini,1,,,
3829063,0,23,indUnk,Taurus,1,,,
3723398,0,25,Technology,Leo,0,0.0,,
3421075,0,23,Technology,Cancer,0,0.0,,
3987879,0,34,indUnk,Scorpio,1,,,
2310335,0,15,Student,Aries,0,1.0,,
3646978,1,35,indUnk,Virgo,1,,,
1841346,1,35,indUnk,Scorpio,1,,,
2539406,0,23,Government,Cancer,0,0.0,,
3569294,1,43,Education,Gemini,0,0.0,,
3889090,0,24,Education,Pisces,0,0.0,,
2536117,1,16,Student,Scorpio,0,1.0,,
2710453,0,25,Architecture,Gemini,0,0.0,,
4300342,0,33,Manufacturing,Aries,0,0.0,,
3409476,1,36,Education,Aquarius,0,0.0,,
3364899,0,17,Student,Sagittarius,0,1.0,,
4101011,1,23,indUnk,Cancer,1,,,
3594873,1,16,Student,Scorpio,0,1.0,,
3673414,0,14,Student,Scorpio,0,1.0,,
4060980,0,16,indUnk,Libra,1,,,
3847790,1,36,indUnk,Cancer,1,,,
4210644,1,14,Student,Leo,0,1.0,,
3927367,1,15,Student,Virgo,0,1.0,,
3448971,1,15,indUnk,Cancer,1,,,
4154751,1,16,Arts,Virgo,0,0.0,,
3224168,1,15,Student,Capricorn,0,1.0,,
3443396,1,16,Student,Gemini,0,1.0,,
3451166,0,17,indUnk,Aquarius,1,,,
4185342,1,23,indUnk,Gemini,1,,,
4130944,1,37,Education,Aries,0,0.0,,
3911122,1,13,indUnk,Taurus,1,,,
4263309,1,48,Fashion,Pisces,0,0.0,,
2246318,0,25,Telecommunications,Libra,0,0.0,,
3451587,0,48,indUnk,Capricorn,1,,,
3961625,0,14,Student,Sagittarius,0,1.0,,
2314011,1,23,Student,Capricorn,0,1.0,,
2678611,0,16,Student,Capricorn,0,1.0,,
1807720,1,16,Student,Leo,0,1.0,,
3558872,1,47,Education,Cancer,0,0.0,,
3769478,0,24,indUnk,Virgo,1,,,
3642942,0,37,Consulting,Taurus,0,0.0,,
4213837,0,16,Education,Virgo,0,0.0,,
3601759,0,25,indUnk,Pisces,1,,,
4280767,1,16,Student,Gemini,0,1.0,,
4052167,1,35,Education,Libra,0,0.0,,
3901750,1,14,indUnk,Sagittarius,1,,,
4127797,0,25,Student,Libra,0,1.0,,
3966870,0,23,Technology,Virgo,0,0.0,,
2284476,0,17,indUnk,Taurus,1,,,
3327596,1,15,indUnk,Leo,1,,,
4219169,1,14,Student,Capricorn,0,1.0,,
3820930,1,23,indUnk,Libra,1,,,
3051898,1,16,Student,Taurus,0,1.0,,
3570813,1,24,indUnk,Gemini,1,,,
2869535,1,24,Student,Scorpio,0,1.0,,
3958372,1,33,Communications-Media,Virgo,0,0.0,,
3403416,0,27,Banking,Gemini,0,0.0,,
3767918,0,15,Technology,Capricorn,0,0.0,,
4060812,1,17,indUnk,Virgo,1,,,
3619647,0,15,indUnk,Pisces,1,,,
4162455,0,40,Internet,Cancer,0,0.0,,
3146636,1,48,indUnk,Pisces,1,,,
3335423,1,33,HumanResources,Sagittarius,0,0.0,,
3821963,1,15,Student,Leo,0,1.0,,
3850561,1,24,indUnk,Scorpio,1,,,
2413978,0,15,Education,Capricorn,0,0.0,,
3380244,1,23,Student,Gemini,0,1.0,,
3693380,1,14,Fashion,Capricorn,0,0.0,,
4259479,0,17,RealEstate,Libra,0,0.0,,
4072259,1,24,indUnk,Capricorn,1,,,
3735538,0,14,Student,Scorpio,0,1.0,,
3125462,0,15,Student,Taurus,0,1.0,,
3466070,0,16,Student,Pisces,0,1.0,,
3291871,1,25,Arts,Libra,0,0.0,,
4004415,1,27,Law,Aries,0,0.0,,
3590380,1,37,Government,Taurus,0,0.0,,
3994022,1,24,Consulting,Aries,0,0.0,,
4310425,1,27,indUnk,Aries,1,,,
4039381,0,24,Consulting,Libra,0,0.0,,
3806681,0,24,Telecommunications,Sagittarius,0,0.0,,
3350341,1,35,Marketing,Cancer,0,0.0,,
3388444,0,24,Communications-Media,Leo,0,0.0,,
4257468,1,17,Student,Pisces,0,1.0,,
2959033,1,24,indUnk,Cancer,1,,,
3986767,0,40,Internet,Sagittarius,0,0.0,,
3572119,1,17,Arts,Sagittarius,0,0.0,,
3099605,0,16,Religion,Aries,0,0.0,,
3447369,0,17,indUnk,Aquarius,1,,,
2899366,0,17,Student,Aquarius,0,1.0,,
3705153,0,17,Science,Scorpio,0,0.0,,
4201404,0,27,indUnk,Cancer,1,,,
1629718,0,27,Technology,Libra,0,0.0,,
3325039,0,26,indUnk,Aquarius,1,,,
3097708,1,16,indUnk,Capricorn,1,,,
4042287,1,17,indUnk,Capricorn,1,,,
3460990,1,27,Education,Aquarius,0,0.0,,
3679805,1,15,Student,Virgo,0,1.0,,
3669958,0,24,indUnk,Scorpio,1,,,
3417138,1,25,Communications-Media,Taurus,0,0.0,,
3554687,0,15,indUnk,Taurus,1,,,
2645566,1,16,Student,Virgo,0,1.0,,
2965205,0,33,indUnk,Gemini,1,,,
2259900,0,26,Marketing,Taurus,0,0.0,,
2864451,0,26,Communications-Media,Taurus,0,0.0,,
3551359,0,23,Communications-Media,Cancer,0,0.0,,
3306314,0,24,Student,Taurus,0,1.0,,
4238152,0,14,Student,Capricorn,0,1.0,,
3496773,0,24,indUnk,Taurus,1,,,
1232458,1,38,indUnk,Cancer,1,,,
1111991,1,33,indUnk,Taurus,1,,,
3828283,0,14,indUnk,Cancer,1,,,
3413512,0,16,Student,Pisces,0,1.0,,
3599631,0,24,Technology,Gemini,0,0.0,,
4042056,1,15,Arts,Virgo,0,0.0,,
3356970,0,41,Science,Gemini,0,0.0,,
3671580,0,24,Student,Leo,0,1.0,,
3665752,0,26,Arts,Sagittarius,0,0.0,,
3990866,0,23,Internet,Cancer,0,0.0,,
3663542,0,23,Student,Cancer,0,1.0,,
3950869,1,17,Student,Virgo,0,1.0,,
1729882,0,48,Education,Taurus,0,0.0,,
3415194,1,45,Government,Sagittarius,0,0.0,,
3613005,0,15,indUnk,Gemini,1,,,
4178311,1,16,indUnk,Cancer,1,,,
3483262,0,24,Banking,Libra,0,0.0,,
3750679,1,46,indUnk,Libra,1,,,
734023,1,14,Student,Cancer,0,1.0,,
4239436,0,17,Technology,Capricorn,0,0.0,,
